Segment,tenure_mean,tenure_median,MonthlyCharges_mean,MonthlyCharges_median,SeniorCitizen_prop,Dependents_prop,MultipleLines_Yes_prop,InternetService_Fiber optic_prop,OnlineBackup_Yes_prop,OnlineSecurity_Yes_prop,DeviceProtection_Yes_prop,TechSupport_Yes_prop,PaperlessBilling_prop,Contract_Month-to-month_prop,Size,Pct_Total,Segment_Label
0,-0.638918233288115,-0.703736084523507,0.8751810910025597,0.8790037666603283,0.32407407407407407,0.0867003367003367,0.8880471380471381,0.9890572390572391,0.31565656565656564,0.08417508417508418,0.3341750841750842,0.1127946127946128,0.851010101010101,0.9814814814814815,1188,27.07383773928897,New-Budget-Partial-service
1,0.335474306242243,0.2935556507710726,-0.2570277553740231,-0.25503198442230934,0.1377952755905512,0.21653543307086615,0.12992125984251968,0.15354330708661418,0.547244094488189,0.30708661417322836,0.3425196850393701,0.2440944881889764,0.5433070866141733,0.5354330708661418,254,5.7885141294439375,New-Budget-Basic
2,0.8026371237341393,0.7567549803971216,1.1637627966040327,1.199536144873923,0.22995461422087746,0.11951588502269289,0.8744326777609682,0.9742813918305597,0.5703479576399395,0.24508320726172467,0.6580937972768532,0.31316187594553707,0.8018154311649016,0.5355521936459909,661,15.063810391978121,New-Budget-Partial-service
3,-1.100108076838085,-1.2020149755187304,-0.8908040873123396,-0.6896707682003786,0.08812260536398467,0.11877394636015326,0.07375478927203065,0.0,0.10919540229885058,0.10919540229885058,0.08620689655172414,0.10440613026819924,0.4990421455938697,0.9693486590038314,1044,23.792160437556973,New-Budget-Basic
4,-1.1065805724403388,-1.2020149755187304,0.4650474296963156,0.41660648940414297,0.16841257050765512,0.09669621273166801,0.1708299758259468,0.9621273166800967,0.12248186946011282,0.0757453666398066,0.1442385173247381,0.07735697018533441,0.7639000805801772,0.9895245769540693,1241,28.281677301731996,New-Budget-Partial-service
